numero_processo;data_distribuicao;codarea_acao;data_atendimento;cod_cliente;cod_usuario;cod_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;objeto_acao;destino;codprognostico;codassunto;codlocaltramite;uf;codcomarca;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;data_transitojulgado;data_sentenca;data_execucao;migracao;cod_fase_processo;numero_pasta;numero_cnj;data_ultima_visualizacao
0012345-12.2024.1.12.0073;;;;Fulano(a) 1119;347394;0;0.0;;;09/02/2017 14:25;;;;;;UF;;;;;;;;;;;;1091.0;;09/02/2017 14:25
0012345-12.2024.1.12.0074;;;;Fulano(a) 724;347394;0;0.0;;;04/09/2017 12:27;;;;;;UF;;;;;;;;;;;;1276.0;;04/09/2017 12:27
0012345-12.2024.1.12.0075;;;;Fulano(a) 1664;347394;0;0.0;;;14/05/2021 19:40;;;;;;UF;;;;;;;;;;;;2503.0;;14/05/2021 19:40
0012345-12.2024.1.12.0076;;;;Fulano(a) 1473;347394;0;0.0;;;03/09/2015 08:26;;;;;;UF;;;;;;;;;;;;773.0;;
0012345-12.2024.1.12.0077;;;;Fulano(a) 1308;301340;0;0.0;;;02/12/2013 18:17;;;;;;;;;;;;;;;;;;357.0;;18/01/2017 16:28
0012345-12.2024.1.12.0078;;;;Fulano(a) 1660;347394;0;0.0;;;14/05/2021 19:43;;;;;;UF;;;;;;;;;;;;2504.0;;14/05/2021 19:43
0012345-12.2024.1.12.0079;27/09/2013 00:00;Direito Previdenciário;;Fulano(a) 268;301340;0;0.0;;;02/10/2013 15:00;Revisional de benefício Previdenciário;;Procedência Provável;Revisão pelo Teto;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;;18/06/2013 00:00;;;;;;;0.0;;14/03/2016 00:00
0012345-12.2024.1.12.0080;04/04/2014 00:00;Direito Cível;;Fulano(a) 302;301340;0;100000.0;;;13/03/2014 17:29;FGTS 1999;;Indefinido;FGTS 1999;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;;04/04/2014 00:00;;;;;;;439.0;;01/07/2021 09:01
0012345-12.2024.1.12.0081;;;;Fulano(a) 890;347394;0;0.0;;;04/09/2017 13:03;;;;;;UF;;;;;;;;;;;;1277.0;;04/09/2017 13:03
0012345-12.2024.1.12.0082;08/08/2017 00:00;Direito do Trabalho;;Fulano(a) 790;301340;0;18000.0;;;15/12/2016 17:05;Reclamatória Trabalhista;Mesa Administração 02;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;15/12/2016 00:00;;;;;;;1057.0;;09/12/2021 11:39
0012345-12.2024.1.12.0083;;Direito Cível;;Fulano(a) 862;302720;0;8500.0;;;12/12/2012 10:01;Reparação de danos materiais e morais;;;Reparação de Danos;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;;03/03/2010 00:00;;;;;;;173.0;;03/12/2020 13:13
0012345-12.2024.1.12.0084;;;;Fulano(a) 1051;347394;0;0.0;;;15/03/2018 15:20;;;;;;UF;;;;;;;;;;;;1422.0;;15/03/2018 15:20
0012345-12.2024.1.12.0085;10/11/2017 00:00;Direito do Trabalho;;Fulano(a) 1018;301340;0;10000.0;;;09/11/2017 10:44;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;09/11/2017 00:00;REVISAO DE PPP - PRONTO SOCORRO INFANTIL LTDA e UNIMED;;;;;;1344.0;;12/06/2018 11:12
0012345-12.2024.1.12.0086;;;;Fulano(a) 586;301340;0;0.0;;;22/11/2016 10:51;;;;;;;;;Justiça Federal;;22/11/2016 00:00;;;;;;;1043.0;;21/07/2021 14:17
0012345-12.2024.1.12.0087;;;;Fulano(a) 1454;301340;0;0.0;;;08/04/2019 11:13;;;;;;UF;;;;;;;;;;;;1779.0;;08/04/2019 11:13
0012345-12.2024.1.12.0088;;Direito Previdenciário;;Fulano(a) 1535;559945;0;0.0;;;15/12/2017 13:35;Agravo de Instrumento;;Procedência Provável;Aposentadoria Especial;Superior Tribunal de Justiça;DF;Brasília;Agravado;Justiça Federal;Instrução;;;;;;;;1376.0;;15/12/2017 13:35
0012345-12.2024.1.12.0089;;;;Fulano(a) 1805;347394;0;0.0;;;15/03/2018 18:00;;;;;;UF;;;;;;;;;;;;1423.0;;15/03/2018 18:00
0012345-12.2024.1.12.0090;;;;Fulano(a) 1161;347394;0;0.0;;;31/08/2018 08:51;;;;;;UF;;;;;;;;;;;;1588.0;;31/08/2018 08:51
0012345-12.2024.1.12.0091;;;;Fulano(a) 1056;347394;0;0.0;;;16/03/2018 14:54;;;;;;UF;;;;;;;;;;;;1425.0;;16/03/2018 14:54
0012345-12.2024.1.12.0092;;;;Fulano(a) 1420;347394;0;0.0;;;16/03/2018 11:56;;;;;;UF;;;;;;;;;;;;1424.0;;16/03/2018 11:56
0012345-12.2024.1.12.0093;28/01/2022 00:00;Direito Previdenciário;;Fulano(a) 639;559945;0;0.0;;;28/01/2022 14:44;Agravo de Instrumento;Mesa Recepção;Procedência Parcial Provável;Honorários de Sucumbência;Turma - TRF1;MG;Belo Horizonte;Agravante;Justiça Federal;Execução;;;;;;;;2694.0;;11/02/2022 15:21
0012345-12.2024.1.12.0094;;;;Fulano(a) 1255;347394;0;0.0;;;09/04/2018 12:01;;;;;;UF;;;;;;;;;;;;1447.0;;09/04/2018 12:01
0012345-12.2024.1.12.0095;;;;Fulano(a) 1072;301340;0;0.0;;;28/06/2018 14:01;;;;;;;;;Justiça do Trabalho;;28/06/2018 00:00;RETIFICAÇÃO DE PPP;;;;;;1522.0;;10/07/2018 13:59
0012345-12.2024.1.12.0096;;;;Fulano(a) 1081;347394;0;0.0;;;12/04/2018 09:56;;;;;;UF;;;;;;;;;;;;1451.0;;12/04/2018 09:56
0012345-12.2024.1.12.0097;;;;Fulano(a) 1607;347394;0;0.0;;;10/04/2018 14:37;;;;;;UF;;;;;;;;;;;;1448.0;;10/04/2018 14:37
0012345-12.2024.1.12.0098;09/12/2014 00:00;Direito do Trabalho;;Fulano(a) 503;301340;0;410000.0;;;06/11/2014 15:04;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;06/11/2014 00:00;;;;;;;617.0;;01/12/2021 14:51
0012345-12.2024.1.12.0099;28/04/2011 00:00;Direito Previdenciário;;Fulano(a) 570;302720;0;0.0;;;30/08/2012 09:31;Aposentadoria;;;Aposentadoria;2ª vara federal de Ipatinga;MG;Ipatinga;Autor;Justiça Federal;Conciliação;31/03/2011 00:00;;;;;;;93.0;0012345-12.2024.1.12.0099;01/02/2022 14:07
0012345-12.2024.1.12.0100;;;;Fulano(a) 1046;301340;0;0.0;;;12/03/2018 11:06;;;;;;;;;Justiça Estadual;;12/03/2018 00:00;EXECUÇÃO DE ALIMENTOS;;;;;;1420.0;;18/04/2018 09:19
0012345-12.2024.1.12.0101;07/03/2014 00:00;Direito Família;;Fulano(a) 1487;301340;0;12000.0;;;24/08/2012 18:39;Revisional de Alimentos;;Procedência Provável;Revisional de Alimentos;Vara da Fazenda Pública;MG;Ipatinga;Autor;Justiça Estadual;;24/08/2012 00:00;;;;;;;83.0;;25/05/2018 16:48
0012345-12.2024.1.12.0102;;;;Fulano(a) 829;301340;0;0.0;;;22/02/2013 18:31;;;;;;;;;;;;;;;;;;210.0;;22/02/2019 13:56
0012345-12.2024.1.12.0103;;Direito Previdenciário;;Fulano(a) 1483;301340;0;0.0;;;26/08/2020 16:46;Ação Previdenciaria;;Procedência Provável;Aposentadoria;;;;Autor;Justiça Federal;;26/08/2020 00:00;APOSENTADORIA DE 100% (REGRA 86/96 - ANTES DA REFORMA) OU, SUCESSIVAMENTE, 100% APÓS A REFORMA;;;;;;2294.0;;01/02/2022 14:34
0012345-12.2024.1.12.0104;30/05/2018 00:00;Direito Cível;;Fulano(a) 1160;301340;0;0.0;;;28/05/2018 11:16;Mandado de Segurança Individual;Mesa Administração 02;Procedência Parcial Provável;Declaratória de Inexistência de Débito;Turma Recursal;MG;Ipatinga;Impetrante;Justiça Estadual;Instrução;08/08/2014 00:00;MANDADO DE SEGURANÇA CONTRA DECISÃO DO JESP;;;;;;1485.0;;24/08/2018 10:37
0012345-12.2024.1.12.0105;08/01/2013 00:00;Direito Previdenciário;;Fulano(a) 384;301340;0;0.0;;;29/01/2013 11:52;Aposentadoria;;Procedência Provável;Aposentadoria;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;11/05/2012 00:00;Aposentadoria por Tempo de Contribuição;;;;;;199.0;;11/02/2022 13:34
0012345-12.2024.1.12.0106;;;;Fulano(a) 1121;347394;0;0.0;;;20/08/2018 15:20;;;;;;UF;;;;;;;;;;;;1583.0;;20/08/2018 15:20
0012345-12.2024.1.12.0107;;Direito Previdenciário;;Fulano(a) 1535;559945;0;0.0;;;18/12/2017 20:42;Aposentadoria;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria Especial;Superior Tribunal de Justiça;DF;Brasília;Agravado;Justiça Federal;Instrução;;;;;;;;1376.0;;06/02/2018 11:03
0012345-12.2024.1.12.0108;27/08/2019 00:00;Direito Previdenciário;;Fulano(a) 1084;301340;0;63952.0;;;14/08/2018 11:10;Aposentadoria;Mesa Recepção;Procedência Parcial Provável;Aposentadoria por Tempo de Contrib. ao Deficiente;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;14/08/2018 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;;;;;;1579.0;;04/02/2022 09:28
0012345-12.2024.1.12.0109;;Direito Cível;;Fulano(a) 989;302720;0;0.0;;;20/01/2017 10:40;;Mesa Administração 01;Procedência Provável;;Turma Recursal;MG;Ipatinga;Recorrente;Justiça Estadual;Instrução;;;;;;;;1075.0;;08/01/2018 14:28
0012345-12.2024.1.12.0110;;;;Fulano(a) 1078;347394;0;0.0;;;10/01/2018 17:30;;;;;;UF;;;;;;;;;;;;1380.0;;10/01/2018 17:30
0012345-12.2024.1.12.0111;;;;Fulano(a) 1078;301340;0;0.0;;;10/01/2018 17:43;;;;;;;;;;;;;;;;;;1381.0;;10/01/2018 17:43
0012345-12.2024.1.12.0112;19/10/2015 00:00;Direito Cível;;Fulano(a) 621;302720;0;20000.0;;;08/03/2016 18:05;Indenização;Mesa Administração 01;Procedência Provável;Atraso de Voo;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;19/10/2015 00:00;;;;;;;908.0;;20/08/2018 15:48
0012345-12.2024.1.12.0113;;;;Fulano(a) 791;301340;0;0.0;;;07/05/2015 17:12;;;;;;;;;Justiça Federal;;;;;;;;;706.0;;16/04/2020 17:43
0012345-12.2024.1.12.0114;;;;Fulano(a) 390;347394;0;0.0;;;22/01/2018 17:09;;;;;;UF;;;;;;;;;;;;1387.0;;22/01/2018 17:09
0012345-12.2024.1.12.0115;;;;Fulano(a) 1100;347394;0;0.0;;;25/01/2018 14:55;;;;;;UF;;;;;;;;;;;;1388.0;;25/01/2018 14:55
0012345-12.2024.1.12.0116;;;;Fulano(a) 1034;347394;0;0.0;;;24/10/2018 15:05;;;;;;UF;;;;;;;;;;;;1645.0;;24/10/2018 15:05
0012345-12.2024.1.12.0117;;;;Fulano(a) 883;301340;0;0.0;;;05/07/2018 17:40;;;;;;UF;;;;;;;;;;;;1533.0;;05/07/2018 17:40
0012345-12.2024.1.12.0118;;;;Fulano(a) 1092;347394;0;0.0;;;18/09/2018 13:50;;;;;;UF;;;;;;;;;;;;1614.0;;18/09/2018 13:50
0012345-12.2024.1.12.0119;18/12/2015 00:00;Direito Constitucional;;Fulano(a) 1336;301340;0;0.0;;;23/12/2015 11:42;Indenização;;Procedência Provável;SPC;Seção;DF;Brasília;Reclamante;;Instrução;;JUROS DE MORA NOS TERMOS DA SUMULA 54 DO STJ;;;;;;858.0;;16/07/2018 15:03
0012345-12.2024.1.12.0120;06/04/2018 00:00;Direito Cível;;Fulano(a) 959;301340;0;0.0;;;01/02/2018 13:58;Indenização;Arquivo Morto;Procedência Parcial Provável;Declaratória de Inexistência de Débito;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;01/02/2018 00:00;INDENIZAÇÃO - CHEQUE DEVOLVIDO POR SUPOSTA FRAUDE;;;;;;1394.0;;11/12/2018 16:46
0012345-12.2024.1.12.0121;;;;Fulano(a) 526;347394;0;0.0;;;12/04/2019 15:49;;;;;;UF;;;;;;;;;;;;1790.0;;12/04/2019 15:49
0012345-12.2024.1.12.0122;05/03/2013 00:00;Direito do Trabalho;;Fulano(a) 428;301340;0;750000.0;;;02/01/2013 13:59;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;02/01/2013 00:00;;;;;;;192.0;;23/11/2020 20:16
0012345-12.2024.1.12.0123;;;;Fulano(a) 372;347394;0;0.0;;;01/07/2019 17:18;;;;;;UF;;;;;;;;;;;;1868.0;;01/07/2019 17:18
0012345-12.2024.1.12.0124;17/04/2017 00:00;Direito Cível;;Fulano(a) 1135;301340;0;2587.0;;;11/01/2017 15:24;Obrigação de Fazer;Arquivo Morto;Procedência Parcial Provável;Obrigação de Fazer;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;11/01/2017 00:00;AÇÃO DE OBRIGAÇÃO DE FAZER C/C INDENIZATORIA POR DANOS MATERIAIS E MORAIS;;;;;;1068.0;;05/11/2018 10:21
0012345-12.2024.1.12.0125;;;;Fulano(a) 768;347394;0;0.0;;;09/07/2018 14:28;;;;;;UF;;;;;;;;;;;;1536.0;;09/07/2018 14:28
0012345-12.2024.1.12.0126;04/08/2017 00:00;Direito Cível;;Fulano(a) 703;301340;0;10000.0;;;23/05/2017 09:40;Declaratória de Inexistência de Débito;Arquivo Morto;Procedência Parcial Provável;Declaratória de Inexistência de Débito;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;23/05/2017 00:00;INDENIZACAO SPC;;;;;;1186.0;;12/12/2018 15:32
0012345-12.2024.1.12.0127;;;;Fulano(a) 1600;347394;0;0.0;;;12/07/2018 10:56;;;;;;UF;;;;;;;;;;;;1540.0;;12/07/2018 10:56
0012345-12.2024.1.12.0128;17/04/2017 00:00;Direito do Consumidor;;Fulano(a) 887;301340;0;20000.0;;;31/08/2016 18:18;Indenização;Arquivo Morto;Procedência Parcial Provável;Atraso de Voo;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;31/08/2016 00:00;;;;;;;1000.0;;18/11/2020 21:01
0012345-12.2024.1.12.0129;;;;Fulano(a) 1064;347394;0;0.0;;;13/07/2018 15:18;;;;;;UF;;;;;;;;;;;;1544.0;;13/07/2018 15:18
0012345-12.2024.1.12.0130;;;;Fulano(a) 1470;347394;0;0.0;;;19/11/2019 11:27;;;;;;UF;;;;;;;;;;;;2062.0;;19/11/2019 11:27
0012345-12.2024.1.12.0131;06/10/2014 00:00;Direito do Trabalho;;Fulano(a) 156;301340;0;0.0;;;23/10/2014 09:51;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;;23/10/2014 00:00;Consignação de Pagamento de Verbas Rescisórias ajuizada pelo Sindicato e Reconvenção;;;;;;608.0;;18/01/2019 15:50
0012345-12.2024.1.12.0132;;;;Fulano(a) 1339;347394;0;0.0;;;27/08/2019 14:32;;;;;;UF;;;;;;;;;;;;1961.0;;27/08/2019 14:32
0012345-12.2024.1.12.0133;;Direito Previdenciário;;Fulano(a) 1122;301340;0;0.0;;;15/09/2016 16:12;;Mesa Administração 01;Procedência Provável;Aposentadoria por Idade;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Instrução;15/09/2016 00:00;APOSENTADORIA POR IDADE;;;;;;1003.0;;01/08/2018 17:36
0012345-12.2024.1.12.0134;16/12/2021 00:00;Direito do Trabalho;;Fulano(a) 1509;347394;0;0.0;;;16/12/2021 14:09;;Mesa Recepção;Procedência Parcial Provável;Retificação de PPP;Vara do Trabalho;SP;São Paulo;Autor;Justiça do Trabalho;Conciliação;;REVISÃO DE PPP: QUIMIS, OBRADEC e RH MERIDIONAL (CONFORME INFORMADO NO CÁLCULO REALIZADO EM 09/12/2020);;;;;;2684.0;;17/01/2022 09:36
0012345-12.2024.1.12.0135;15/09/2014 00:00;Direito Cível;;Fulano(a) 1564;301340;0;0.0;;20/08/2015 00:00;15/09/2014 19:09;Infrações de Trânsito;;Procedência Provável;Multas de Trânsito;;MG;Ipatinga;Autor;;Instrução;15/09/2014 00:00;;;;;;;582.0;;07/08/2018 15:25
0012345-12.2024.1.12.0136;;;;Fulano(a) 1326;347394;0;0.0;;;31/07/2018 13:28;;;;;;UF;;;;;;;;;;;;1566.0;;31/07/2018 13:28
0012345-12.2024.1.12.0137;;;;Fulano(a) 801;347394;0;0.0;;;18/09/2018 17:46;;;;;;UF;;;;;;;;;;;;1615.0;;18/09/2018 17:46
0012345-12.2024.1.12.0138;;;;Fulano(a) 1126;301340;0;0.0;;;01/08/2018 14:44;;;;;;;;;Justiça Estadual;;01/08/2018 00:00;INDENIZAÇÃO SPC EUDORA;;;;;;1572.0;;25/06/2021 08:35
0012345-12.2024.1.12.0139;05/11/2018 00:00;Direito do Trabalho;;Fulano(a) 390;301340;0;10000.0;;;07/02/2018 15:17;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;07/02/2018 00:00;REVISÃO DE PPP - EMBASIL;;;;;;1396.0;;09/08/2021 10:51
0012345-12.2024.1.12.0140;;Direito Previdenciário;;Fulano(a) 1124;301340;0;0.0;;;15/09/2016 15:30;;Arquivo Morto;Procedência Provável;Aposentadoria por Idade;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Arquivado;15/09/2016 00:00;APOSENTADORIA POR IDADE;;;;;;1002.0;;02/08/2018 13:11
0012345-12.2024.1.12.0141;23/03/2012 00:00;Direito Cível;;Fulano(a) 1131;301340;0;0.0;;;17/06/2013 17:12;Embargos;Arquivo Morto;Procedência Provável;Embargos;Vara da Fazenda Pública;MG;Ipatinga;Réu;Justiça Estadual;Arquivado;17/06/2013 00:00;EXTINÇÃO DA AÇÃO POR AUSÊNCIA DE CITAÇÃO;;;;;;238.0;;05/11/2018 10:20
0012345-12.2024.1.12.0142;;;;Fulano(a) 364;347394;0;0.0;;;03/08/2018 09:46;;;;;;UF;;;;;;;;;;;;1575.0;;03/08/2018 09:46
0012345-12.2024.1.12.0143;24/10/2014 00:00;Direito do Consumidor;;Fulano(a) 781;301340;0;20822.32;;;15/05/2014 15:19;Restituição de quantia paga;;Procedência Parcial Provável;Restituição de quantia paga;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;15/05/2014 00:00;;;;;;;494.0;;07/02/2019 16:30
0012345-12.2024.1.12.0144;;;;Fulano(a) 1039;347394;0;0.0;;;05/09/2018 15:03;;;;;;UF;;;;;;;;;;;;1599.0;;05/09/2018 15:03
0012345-12.2024.1.12.0145;;;;Fulano(a) 1094;347394;0;0.0;;;07/03/2019 17:05;;;;;;UF;;;;;;;;;;;;1741.0;;07/03/2019 17:05
0012345-12.2024.1.12.0146;31/01/2018 00:00;Direito Previdenciário;;Fulano(a) 1087;301340;0;75100.8;;;23/02/2017 17:08;Aposentadoria;Arquivo Morto;Procedência Parcial Provável;Aposentadoria por Tempo de Contribuição;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO COM TEMPO RURAL A SER AVERBADO;;;;;;1100.0;;04/03/2020 14:25
0012345-12.2024.1.12.0147;;;;Fulano(a) 1143;347394;0;0.0;;;31/08/2018 14:57;;;;;;UF;;;;;;;;;;;;1589.0;;31/08/2018 14:57
0012345-12.2024.1.12.0148;;;;Fulano(a) 1120;347394;0;0.0;;;05/09/2018 09:10;;;;;;UF;;;;;;;;;;;;1592.0;;05/09/2018 09:10
0012345-12.2024.1.12.0149;;;;Fulano(a) 1610;347394;0;0.0;;;05/09/2018 09:19;;;;;;UF;;;;;;;;;;;;1593.0;;05/09/2018 09:19
0012345-12.2024.1.12.0150;17/07/2015 00:00;Direito Cível;;Fulano(a) 902;301340;0;2661.1;;;27/05/2015 11:49;Reparação de danos materiais e morais;Arquivo Morto;Procedência Provável;Acidente de Trânsito;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;27/05/2015 00:00;;;;;;;718.0;;11/12/2018 16:44
0012345-12.2024.1.12.0151;;;;Fulano(a) 1226;347394;0;0.0;;;29/08/2018 16:02;;;;;;UF;;;;;;;;;;;;1585.0;;29/08/2018 16:02
0012345-12.2024.1.12.0152;;;;Fulano(a) 1226;347394;0;0.0;;;29/08/2018 16:28;;;;;;UF;;;;;;;;;;;;1587.0;;
0012345-12.2024.1.12.0153;;;;Fulano(a) 1628;347394;0;0.0;;;23/11/2020 08:52;;;;;;UF;;;;;;;;;;;;2340.0;;23/11/2020 08:52
0012345-12.2024.1.12.0154;19/02/2018 00:00;Direito Família;;Fulano(a) 546;301340;0;5000.0;;;01/11/2016 15:40;Alvará Judicial;Mesa Recepção;Procedência Parcial Provável;Alvará Judicial;1ª Família/Sucessões;MG;Ipatinga;Requerente;Justiça Estadual;Instrução;01/11/2016 00:00;EXPEDIÇÃO DE ALVARÁ JUDICIAL;;;;;;1032.0;;12/09/2018 11:03
0012345-12.2024.1.12.0155;;;;Fulano(a) 1707;347394;0;0.0;;;13/09/2018 09:01;;;;;;UF;;;;;;;;;;;;1607.0;;13/09/2018 09:01
0012345-12.2024.1.12.0156;22/08/2011 00:00;Direito Cível;;Fulano(a) 1266;302720;0;0.0;;;26/09/2012 09:36;Cobrança;;;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;06/07/2011 00:00;;;;;;;121.0;;05/10/2018 20:04
0012345-12.2024.1.12.0157;22/09/2016 00:00;Direito Previdenciário;;Fulano(a) 1732;301340;0;62277.84;;;29/12/2015 11:26;Aposentadoria;Mesa Administração 01;Procedência Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;29/12/2015 00:00;;;;;;;860.0;;07/02/2022 08:45
0012345-12.2024.1.12.0158;;;;Fulano(a) 1166;347394;0;0.0;;;13/09/2018 13:24;;;;;;UF;;;;;;;;;;;;1610.0;;13/09/2018 13:24
0012345-12.2024.1.12.0159;;;;Fulano(a) 1727;301340;0;0.0;;;31/10/2018 15:34;;;;;;;;;Justiça do Trabalho;;31/10/2018 00:00;TRABALHISTA - TIÃO ALINHAMENTO;;;;;;1650.0;;31/10/2018 16:31
0012345-12.2024.1.12.0160;05/10/2011 00:00;Direito Previdenciário;;Fulano(a) 1278;301340;0;72000.0;;;21/06/2013 12:14;Aposentadoria;;Procedência Provável;Aposentadoria;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Apelação;21/06/2013 00:00;Aposentadoria por Tempo de Contribuição;;;;;;244.0;;28/06/2021 10:11
0012345-12.2024.1.12.0161;;;;Fulano(a) 1507;347394;0;0.0;;;08/10/2020 14:08;;;;;;UF;;;;;;;;;;;;2310.0;;08/10/2020 14:08
0012345-12.2024.1.12.0162;;;;Fulano(a) 1221;347394;0;0.0;;;10/10/2018 14:33;;;;;;UF;;;;;;;;;;;;1633.0;;10/10/2018 14:33
0012345-12.2024.1.12.0163;;;;Fulano(a) 1173;347394;0;0.0;;;11/10/2018 16:16;;;;;;UF;;;;;;;;;;;;1636.0;;11/10/2018 16:16
0012345-12.2024.1.12.0164;;;;Fulano(a) 1164;347394;0;0.0;;;19/10/2018 13:40;;;;;;UF;;;;;;;;;;;;1639.0;;19/10/2018 13:40
0012345-12.2024.1.12.0165;;;;Fulano(a) 1192;347394;0;0.0;;;08/03/2019 10:40;;;;;;UF;;;;;;;;;;;;1742.0;;08/03/2019 10:44
0012345-12.2024.1.12.0166;;Direito Previdenciário;;Fulano(a) 767;559945;0;1000.0;;;10/09/2018 17:47;Agravo de Instrumento;Mesa Administração 02;Procedência Provável;Honorários de Sucumbência;Turma - TRF1;DF;Brasília;Agravante;Justiça Federal;Instrução;;AGRAVO DE INSTRUMENTO;;;;;;1603.0;;03/12/2019 13:46
0012345-12.2024.1.12.0167;;;;Fulano(a) 1519;347394;0;0.0;;;19/10/2020 09:20;;;;;;UF;;;;;;;;;;;;2313.0;;19/10/2020 09:20
0012345-12.2024.1.12.0168;13/02/2013 00:00;Direito Previdenciário;;Fulano(a) 1198;301340;0;0.0;;;27/06/2013 15:41;Aposentadoria;Arquivo Morto;Procedência Provável;Aposentadoria;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;18/05/2012 00:00;;;;;;;250.0;;12/03/2020 14:54
0012345-12.2024.1.12.0169;;;;Fulano(a) 981;347394;0;0.0;;;08/03/2019 10:55;;;;;;UF;;;;;;;;;;;;1743.0;;08/03/2019 10:55
0012345-12.2024.1.12.0170;;Direito Família;;Fulano(a) 38;301340;0;0.0;;;21/09/2020 16:57;Divórcio Extrajudicial;;Procedência Provável;Divórcio Consensual;;;;Requerente;Extrajudicial;;18/08/2018 00:00;DIVORCIO EXTRAJUDICIAL;;;;;;2302.0;;26/11/2021 11:43
0012345-12.2024.1.12.0171;17/08/2015 00:00;Direito Cível;;Fulano(a) 122;302720;0;21120.0;;;27/08/2015 14:18;Indenização;;Procedência Provável;Indenização;Turma Recursal;MG;Ipatinga;Recorrente;Justiça Estadual;Instrução;;;;;;;;0.0;;21/01/2019 14:36
0012345-12.2024.1.12.0172;;;;Fulano(a) 1510;347394;0;0.0;;;31/08/2020 09:11;;;;;;UF;;;;;;;;;;;;2297.0;;31/08/2020 09:11
0012345-12.2024.1.12.0173;;;;Fulano(a) 614;347394;0;0.0;;;19/02/2019 09:06;;;;;;UF;;;;;;;;;;;;1728.0;;19/02/2019 09:06
0012345-12.2024.1.12.0174;;;;Fulano(a) 1236;347394;0;0.0;;;23/11/2020 09:17;;;;;;UF;;;;;;;;;;;;2342.0;;23/11/2020 09:17
0012345-12.2024.1.12.0175;;;;Fulano(a) 96;347394;0;0.0;;;17/04/2019 16:43;;;;;;UF;;;;;;;;;;;;1800.0;;17/04/2019 16:43
0012345-12.2024.1.12.0176;27/09/2013 00:00;Direito Previdenciário;;Fulano(a) 837;301340;0;0.0;;;26/06/2013 13:51;Desaposentação;;Procedência Provável;Desaposentação;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;;26/06/2013 00:00;;;;;;;246.0;;18/06/2019 16:35
0012345-12.2024.1.12.0177;;;;Fulano(a) 1437;347394;0;0.0;;;15/07/2019 13:31;;;;;;UF;;;;;;;;;;;;1889.0;;15/07/2019 13:31
0012345-12.2024.1.12.0178;;;;Fulano(a) 1313;347394;0;0.0;;;15/07/2019 13:37;;;;;;UF;;;;;;;;;;;;1890.0;;15/07/2019 13:37
0012345-12.2024.1.12.0179;;;;Fulano(a) 1343;347394;0;0.0;;;28/08/2019 09:57;;;;;;UF;;;;;;;;;;;;1967.0;;28/08/2019 09:57
0012345-12.2024.1.12.0180;;;;Fulano(a) 1312;347394;0;0.0;;;15/07/2019 13:44;;;;;;UF;;;;;;;;;;;;1891.0;;15/07/2019 13:44
